, 0, 0, 0, 0, 2, 5, 9, 14, 21, 34
, 0, 0, 0, 1, 4, 7, 12, 18, 24, 35
, 0, 0, 1, 15, 27, 41, 57, 71, 83, 92
, 0, 0, 0, 0, 2, 6, 9, 14, 23, 35
, 0, 0, 5, 10, 16, 21, 27, 34, 43, 56
, 0, 0, 1, 7, 13, 20, 29, 40, 53, 68
, 0, 0, 9, 21, 32, 45, 58, 70, 82, 89
, 0, 0, 0, 3, 15, 27, 41, 57, 71, 82
, 0, 0, 1, 6, 11, 17, 23, 33, 46, 60
, 0, 0, 0, 0, 1, 4, 11, 18, 25, 35
, 0, 0, 0, 0, 2, 4, 8, 14, 25, 47
, 0, 0, 1, 9, 20, 30, 41, 53, 66, 78
, 0, 0, 4, 9, 14, 19, 26, 33, 42, 53
, 0, 0, 1, 10, 21, 31, 45, 58, 73, 86
, 0, 0, 2, 6, 12, 19, 28, 38, 47, 58
, 0, 0, 2, 18, 27, 41, 51, 62, 72, 81
, 0, 0, 4, 10, 15, 20, 28, 37, 47, 60
, 0, 0, 2, 7, 13, 20, 27, 37, 48, 61
, 0, 0, 17, 29, 43, 58, 70, 80, 88, 94
, 0, 0, 0, 1, 3, 7, 11, 16, 23, 35
, 0, 0, 0, 1, 3, 5, 9, 14, 20, 29
, 0, 0, 8, 20, 30, 41, 54, 65, 75, 86
, 0, 0, 3, 10, 16, 23, 30, 38, 47, 58
, 0, 0, 4, 22, 35, 49, 63, 74, 87, 96
, 0, 0, 0, 9, 16, 24, 32, 42, 53, 67
, 0, 0, 0, 5, 20, 33, 47, 60, 72, 86
, 0, 0, 2, 7, 13, 19, 26, 33, 43, 59
, 0, 0, 2, 8, 13, 19, 28, 37, 46, 60
, 0, 0, 1, 5, 10, 17, 23, 30, 40, 52
, 0, 0, 0, 1, 3, 5, 8, 13, 18, 27
, 0, 0, 0, 0, 2, 5, 10, 17, 26, 38
, 0, 0, 0, 1, 3, 6, 11, 17, 23, 33
, 0, 0, 12, 23, 34, 46, 57, 66, 78, 87
, 0, 0, 3, 18, 28, 42, 55, 68, 79, 90
, 0, 0, 2, 7, 12, 20, 27, 38, 54, 70
, 0, 0, 0, 1, 2, 5, 10, 16, 22, 32
, 0, 0, 4, 11, 18, 24, 32, 41, 50, 60
, 0, 0, 1, 6, 11, 17, 24, 33, 43, 55
, 0, 0, 0, 0, 2, 4, 9, 14, 21, 28
, 0, 0, 1, 4, 9, 14, 20, 28, 38, 51
, 0, 0, 0, 0, 0, 2, 4, 10, 15, 24
, 0, 0, 0, 0, 2, 4, 9, 15, 24, 37
, 0, 0, 0, 6, 12, 19, 25, 33, 42, 50
, 0, 0, 0, 4, 9, 13, 18, 25, 34, 46
, 0, 0, 11, 23, 35, 51, 64, 76, 85, 95
, 0, 0, 6, 22, 35, 49, 61, 73, 84, 93
, 0, 0, 0, 0, 1, 3, 7, 11, 15, 24
, 0, 0, 5, 18, 29, 42, 55, 66, 77, 88
, 0, 0, 0, 0, 1, 3, 6, 10, 19, 30
, 0, 0, 0, 2, 5, 9, 14, 22, 29, 40
, 0, 0, 0, 1, 3, 6, 12, 17, 25, 34
, 0, 0, 11, 26, 36, 50, 60, 70, 80, 88
, 0, 0, 0, 1, 3, 6, 10, 14, 20, 31
, 0, 0, 4, 10, 17, 26, 36, 47, 58, 70
, 0, 0, 1, 14, 26, 40, 54, 69, 83, 93
, 0, 0, 3, 20, 32, 44, 57, 68, 79, 89
, 0, 0, 10, 21, 34, 45, 57, 68, 80, 90
, 0, 0, 3, 9, 15, 20, 29, 37, 47, 62
, 0, 0, 7, 21, 34, 47, 59, 71, 81, 89
, 0, 0, 15, 29, 45, 58, 70, 80, 87, 94
, 0, 0, 2, 16, 28, 43, 55, 67, 77, 86
, 0, 0, 8, 21, 36, 51, 63, 75, 84, 91
, 0, 0, 11, 23, 33, 44, 56, 67, 77, 87
, 0, 0, 1, 6, 12, 18, 26, 35, 47, 60
, 0, 0, 6, 19, 28, 41, 52, 65, 75, 84
, 0, 0, 0, 0, 1, 3, 7, 11, 16, 24
, 0, 0, 3, 11, 17, 24, 33, 41, 52, 61
, 0, 0, 1, 9, 16, 24, 32, 41, 51, 62
, 0, 0, 1, 9, 16, 23, 27, 35, 43, 56
, 0, 0, 13, 25, 37, 52, 65, 77, 87, 94
, 0, 0, 16, 27, 41, 54, 66, 75, 84, 91
, 0, 0, 0, 1, 2, 4, 9, 16, 24, 41
, 0, 0, 0, 1, 2, 5, 8, 14, 23, 35
, 0, 0, 0, 0, 2, 4, 8, 13, 19, 30
, 0, 0, 3, 8, 15, 21, 28, 37, 49, 62
, 0, 0, 1, 5, 11, 17, 26, 35, 48, 61
, 0, 0, 1, 8, 15, 21, 28, 37, 46, 56
, 0, 0, 0, 0, 1, 3, 8, 13, 20, 32
, 0, 0, 0, 1, 2, 4, 9, 15, 22, 31
, 0, 0, 1, 6, 12, 18, 24, 31, 39, 51
, 0, 0, 2, 14, 26, 39, 51, 63, 75, 88
, 0, 0, 0, 0, 1, 3, 7, 11, 17, 27
, 0, 0, 3, 8, 14, 20, 26, 35, 46, 58
, 0, 0, 2, 8, 13, 18, 23, 29, 38, 47
, 0, 0, 0, 0, 2, 4, 8, 14, 22, 33
, 0, 0, 1, 8, 15, 22, 31, 41, 53, 68
, 0, 0, 0, 3, 17, 27, 40, 52, 66, 79
, 0, 0, 1, 16, 28, 41, 54, 67, 77, 85
, 0, 0, 0, 0, 2, 5, 10, 14, 20, 27
, 0, 0, 4, 11, 17, 22, 28, 36, 44, 55
, 0, 0, 10, 23, 34, 47, 59, 69, 80, 89
, 0, 0, 0, 1, 4, 8, 12, 17, 25, 40
, 0, 0, 5, 20, 30, 43, 55, 66, 79, 88
, 0, 0, 5, 10, 16, 22, 29, 37, 46, 55
, 0, 0, 4, 9, 15, 21, 30, 39, 49, 60
, 0, 0, 12, 29, 43, 57, 70, 80, 89, 95
, 0, 0, 0, 0, 1, 2, 5, 11, 17, 27
, 0, 0, 2, 11, 19, 27, 38, 50, 63, 76
, 0, 0, 9, 23, 36, 50, 62, 73, 82, 90
, 0, 0, 4, 10, 16, 22, 28, 36, 45, 54
, 0, 0, 0, 1, 3, 8, 13, 17, 26, 38
, 0, 0, 0, 14, 23, 33, 46, 56, 70, 83
, 0, 0, 16, 29, 41, 53, 66, 76, 86, 94
, 0, 0, 2, 7, 13, 20, 27, 36, 46, 60
, 0, 0, 1, 19, 31, 45, 59, 71, 79, 87
, 0, 0, 3, 9, 17, 25, 33, 43, 54, 67
, 0, 0, 1, 7, 14, 19, 25, 32, 41, 52
, 0, 0, 6, 20, 31, 45, 58, 70, 81, 90
, 0, 0, 5, 17, 26, 38, 48, 59, 71, 83
, 0, 0, 0, 1, 3, 5, 10, 16, 28, 46
, 0, 0, 0, 1, 2, 5, 9, 14, 18, 26
, 0, 0, 2, 9, 14, 20, 25, 32, 41, 55
, 0, 0, 17, 30, 43, 55, 67, 79, 87, 95
, 0, 0, 0, 0, 1, 3, 7, 12, 17, 25
, 0, 0, 5, 11, 17, 23, 31, 41, 51, 64
, 0, 0, 2, 6, 10, 16, 22, 29, 38, 47
, 0, 0, 0, 0, 1, 3, 7, 11, 18, 30
, 0, 0, 0, 0, 1, 3, 6, 11, 17, 25
, 0, 0, 0, 0, 1, 3, 6, 11, 17, 28
, 0, 0, 0, 0, 0, 2, 4, 8, 19, 35
, 0, 0, 0, 0, 2, 5, 10, 17, 26, 38
, 0, 0, 11, 24, 36, 48, 60, 71, 81, 89
, 0, 0, 1, 21, 35, 51, 65, 77, 86, 93
, 0, 0, 2, 9, 15, 23, 31, 38, 49, 62
, 0, 0, 2, 18, 30, 43, 54, 65, 75, 83
, 0, 0, 4, 10, 16, 21, 27, 36, 45, 58
, 0, 0, 0, 0, 2, 5, 9, 14, 20, 32
, 0, 0, 0, 1, 3, 6, 9, 13, 18, 29
, 0, 0, 7, 23, 36, 50, 65, 76, 87, 94
, 0, 0, 6, 20, 31, 43, 54, 66, 77, 88
, 0, 0, 0, 0, 1, 3, 6, 11, 17, 25
, 0, 0, 0, 0, 1, 2, 4, 9, 17, 29
, 0, 0, 2, 10, 15, 22, 29, 38, 49, 59
, 0, 0, 2, 19, 30, 42, 56, 68, 79, 89
, 0, 0, 0, 0, 2, 7, 14, 21, 30, 46
, 0, 0, 0, 0, 2, 4, 8, 12, 19, 27
, 0, 0, 1, 10, 19, 30, 45, 60, 71, 85
, 0, 0, 6, 21, 35, 46, 58, 70, 78, 86
, 0, 0, 6, 19, 29, 40, 51, 63, 75, 87
, 0, 0, 0, 1, 4, 9, 14, 19, 26, 36
, 0, 0, 2, 8, 14, 20, 26, 35, 45, 56
, 0, 0, 4, 14, 23, 33, 47, 64, 78, 89
, 0, 0, 7, 20, 31, 42, 54, 66, 77, 85
, 0, 0, 4, 11, 18, 26, 36, 48, 58, 70
, 0, 0, 0, 2, 5, 8, 11, 15, 21, 30
, 0, 0, 2, 8, 15, 23, 32, 43, 53, 65
, 0, 0, 0, 6, 12, 19, 26, 34, 44, 57
, 0, 0, 0, 1, 2, 4, 8, 12, 17, 24
, 0, 0, 9, 23, 38, 54, 66, 78, 87, 95
, 0, 0, 4, 19, 30, 42, 53, 63, 74, 87
, 0, 0, 1, 7, 12, 18, 25, 35, 45, 59
, 0, 0, 1, 8, 15, 22, 30, 41, 52, 67
, 0, 0, 0, 1, 3, 7, 11, 17, 24, 34
, 0, 0, 0, 0, 2, 4, 8, 13, 20, 30
, 0, 0, 1, 5, 12, 19, 27, 35, 47, 63
, 0, 0, 0, 0, 2, 4, 7, 13, 22, 32
, 0, 0, 6, 17, 26, 35, 46, 58, 71, 85
, 0, 0, 3, 19, 29, 43, 57, 71, 82, 91
, 0, 0, 5, 20, 33, 44, 56, 68, 79, 89
, 0, 0, 2, 9, 14, 20, 28, 38, 50, 68
, 0, 0, 1, 13, 22, 31, 43, 57, 71, 85
, 0, 0, 3, 22, 35, 49, 62, 71, 81, 90
, 0, 0, 3, 9, 16, 23, 31, 41, 52, 64
, 0, 0, 3, 9, 14, 20, 28, 36, 45, 57
, 0, 0, 6, 13, 18, 24, 30, 38, 45, 57
, 0, 0, 3, 17, 24, 34, 45, 58, 71, 84
, 0, 0, 0, 1, 3, 6, 10, 15, 23, 36
, 0, 0, 0, 2, 4, 8, 12, 17, 25, 36
, 0, 0, 0, 1, 2, 4, 9, 15, 22, 37
, 0, 0, 0, 0, 2, 3, 6, 11, 15, 23
, 0, 0, 3, 14, 25, 37, 50, 62, 75, 87
, 0, 0, 2, 10, 17, 24, 33, 42, 56, 68
, 0, 0, 4, 9, 15, 20, 26, 33, 42, 50
, 0, 0, 0, 0, 2, 4, 7, 12, 17, 26
, 0, 0, 3, 10, 14, 19, 24, 33, 43, 53
, 0, 0, 0, 1, 4, 8, 12, 19, 29, 46
, 0, 0, 0, 1, 3, 6, 11, 16, 23, 34
, 0, 0, 9, 21, 30, 42, 54, 67, 77, 86
, 0, 0, 0, 0, 2, 5, 10, 17, 29, 43
, 0, 0, 0, 3, 17, 30, 43, 58, 76, 90
, 0, 0, 0, 0, 2, 4, 6, 11, 16, 25
, 0, 0, 0, 0, 1, 3, 6, 10, 16, 26
, 0, 0, 2, 7, 13, 19, 25, 32, 42, 56
, 0, 0, 0, 0, 1, 3, 7, 14, 21, 34
, 0, 0, 1, 7, 12, 17, 22, 29, 36, 45
, 0, 0, 10, 23, 36, 50, 63, 76, 85, 93
, 0, 0, 1, 12, 24, 34, 45, 54, 68, 83
, 0, 0, 8, 21, 32, 43, 55, 67, 81, 92
, 0, 0, 0, 0, 1, 3, 5, 9, 17, 28
, 0, 0, 14, 26, 39, 51, 64, 75, 84, 92
, 0, 0, 2, 12, 19, 28, 39, 49, 61, 75
, 0, 0, 2, 8, 14, 20, 26, 34, 44, 58
, 0, 0, 1, 6, 13, 22, 31, 42, 55, 72
, 0, 0, 4, 24, 37, 50, 64, 76, 86, 94
, 0, 0, 7, 20, 30, 42, 55, 69, 80, 90
, 0, 0, 12, 22, 34, 47, 58, 70, 80, 89
, 0, 0, 1, 7, 13, 18, 25, 34, 42, 53
, 0, 0, 6, 18, 27, 37, 46, 57, 68, 79
, 0, 0, 1, 15, 26, 38, 52, 65, 76, 87
, 0, 0, 4, 9, 14, 20, 27, 35, 44, 55
, 0, 0, 1, 8, 17, 24, 32, 41, 53, 68
, 0, 0, 0, 2, 11, 23, 37, 49, 63, 76
, 0, 0, 3, 9, 16, 21, 29, 38, 49, 69
, 0, 0, 0, 10, 20, 32, 45, 58, 69, 78
, 0, 0, 2, 8, 12, 18, 25, 33, 42, 52
, 0, 0, 4, 10, 18, 25, 33, 42, 51, 65
, 0, 0, 0, 0, 3, 5, 8, 12, 21, 39
, 0, 0, 13, 23, 34, 46, 58, 70, 80, 91
, 0, 0, 1, 12, 25, 37, 51, 64, 78, 89
, 0, 0, 2, 15, 25, 37, 51, 65, 78, 88
, 0, 0, 1, 8, 14, 19, 27, 35, 46, 60
, 0, 0, 2, 7, 12, 17, 24, 31, 42, 53
, 0, 0, 7, 19, 30, 43, 57, 71, 81, 89
, 0, 0, 0, 1, 2, 5, 8, 13, 19, 31
, 0, 0, 1, 7, 12, 17, 23, 31, 41, 52
, 0, 0, 6, 23, 35, 48, 58, 70, 81, 92
, 0, 0, 11, 21, 33, 46, 57, 68, 80, 91
, 0, 0, 0, 0, 3, 6, 10, 15, 21, 29
, 0, 0, 1, 14, 24, 36, 48, 58, 70, 84
, 0, 0, 0, 1, 2, 5, 9, 15, 24, 39
, 0, 0, 0, 0, 1, 2, 4, 6, 12, 20
, 0, 0, 2, 7, 13, 20, 27, 35, 45, 56
, 0, 0, 0, 0, 2, 5, 10, 17, 25, 36
, 0, 0, 15, 26, 38, 50, 62, 72, 81, 89
, 0, 0, 2, 7, 11, 16, 23, 30, 40, 50
, 0, 0, 2, 10, 18, 26, 32, 40, 51, 64
, 0, 0, 0, 10, 21, 31, 43, 56, 66, 82
, 0, 0, 1, 5, 12, 18, 26, 33, 42, 54
, 0, 0, 0, 0, 1, 2, 4, 7, 14, 24
, 0, 0, 6, 19, 28, 37, 47, 55, 64, 75
, 0, 0, 0, 0, 1, 4, 7, 12, 19, 27
, 0, 0, 2, 16, 25, 33, 43, 54, 66, 79
, 0, 0, 1, 16, 26, 39, 53, 67, 80, 91
, 0, 0, 15, 28, 40, 53, 65, 76, 85, 93
, 0, 0, 3, 8, 13, 19, 27, 36, 46, 59
, 0, 0, 3, 9, 13, 17, 23, 29, 37, 47
, 0, 0, 0, 0, 1, 3, 6, 11, 18, 31
, 0, 0, 17, 31, 46, 59, 69, 80, 88, 95
, 0, 0, 15, 27, 40, 53, 68, 80, 88, 95
, 0, 0, 0, 0, 1, 4, 8, 15, 22, 35
, 0, 0, 0, 1, 2, 5, 11, 16, 24, 41
, 0, 0, 2, 9, 14, 20, 27, 35, 47, 64
, 0, 0, 0, 0, 2, 3, 6, 12, 20, 33
, 0, 0, 0, 0, 2, 5, 9, 14, 19, 27
, 0, 0, 4, 10, 16, 21, 30, 38, 48, 59
, 0, 0, 9, 24, 36, 50, 61, 72, 83, 93
, 0, 0, 0, 1, 4, 8, 14, 20, 31, 47
, 0, 0, 0, 0, 2, 5, 9, 14, 20, 32
, 0, 0, 4, 19, 30, 44, 57, 68, 78, 89
, 0, 0, 3, 10, 16, 22, 29, 39, 50, 60
, 0, 0, 4, 10, 17, 24, 32, 41, 51, 62
, 0, 0, 1, 12, 22, 33, 42, 55, 69, 83
, 0, 0, 0, 1, 3, 6, 11, 17, 25, 36
, 0, 0, 0, 1, 3, 5, 8, 12, 19, 31
, 0, 0, 0, 1, 3, 6, 10, 16, 23, 32
, 0, 0, 3, 7, 14, 20, 27, 35, 45, 56
, 0, 0, 0, 0, 2, 7, 12, 18, 26, 39
, 0, 0, 4, 18, 28, 40, 52, 64, 77, 89
, 0, 0, 0, 1, 3, 8, 14, 20, 27, 39
, 0, 0, 0, 0, 1, 3, 6, 10, 16, 27
, 0, 0, 1, 6, 13, 18, 25, 33, 45, 59
, 0, 0, 0, 12, 21, 31, 42, 54, 67, 83
, 0, 0, 14, 24, 37, 49, 60, 70, 80, 88
, 0, 0, 1, 7, 12, 19, 26, 36, 47, 60
, 0, 0, 2, 7, 14, 21, 28, 37, 46, 56
, 0, 0, 1, 16, 24, 32, 45, 58, 70, 82
, 0, 0, 0, 1, 3, 6, 11, 17, 24, 34
, 0, 0, 15, 26, 41, 53, 65, 76, 85, 92
, 0, 0, 0, 7, 14, 20, 27, 37, 47, 65
, 0, 0, 10, 23, 33, 45, 55, 65, 75, 86
, 0, 0, 0, 0, 2, 4, 9, 15, 22, 34
, 0, 0, 0, 4, 10, 15, 20, 27, 36, 48
, 0, 0, 10, 21, 32, 46, 58, 71, 82, 91
, 0, 0, 1, 6, 13, 20, 27, 36, 46, 58
, 0, 0, 0, 0, 1, 2, 6, 11, 20, 35
, 0, 0, 0, 2, 4, 7, 10, 14, 19, 30
, 0, 0, 0, 0, 2, 5, 8, 14, 22, 32
, 0, 0, 2, 9, 14, 20, 27, 35, 45, 60
, 0, 0, 0, 0, 2, 4, 8, 13, 20, 32
, 0, 0, 4, 12, 19, 26, 34, 42, 52, 65
, 0, 0, 4, 10, 16, 23, 31, 39, 49, 61
, 0, 0, 9, 20, 29, 41, 52, 64, 74, 86
, 0, 0, 0, 0, 2, 4, 7, 13, 20, 33
, 0, 0, 0, 0, 1, 4, 7, 12, 19, 29
, 0, 0, 0, 1, 3, 7, 12, 19, 30, 49
, 0, 0, 5, 19, 30, 43, 57, 70, 81, 90
, 0, 0, 10, 24, 36, 48, 60, 71, 79, 88
, 0, 0, 0, 0, 1, 3, 6, 11, 18, 28
, 0, 0, 4, 18, 31, 44, 58, 69, 79, 89
, 0, 0, 13, 23, 31, 45, 56, 69, 79, 88
, 0, 0, 2, 7, 12, 19, 25, 33, 42, 55
, 0, 0, 0, 0, 1, 4, 8, 13, 18, 28
, 0, 0, 2, 8, 16, 25, 34, 44, 56, 70
, 0, 0, 0, 1, 2, 5, 8, 13, 18, 25
, 0, 0, 11, 23, 36, 48, 60, 70, 81, 91
, 0, 0, 0, 1, 3, 6, 9, 13, 18, 26
, 0, 0, 0, 16, 25, 37, 50, 62, 71, 80
, 0, 0, 9, 20, 29, 38, 51, 64, 81, 92
, 0, 0, 5, 20, 34, 50, 64, 78, 89, 96
, 0, 0, 0, 1, 2, 5, 8, 11, 17, 25
, 0, 0, 13, 25, 37, 48, 60, 70, 80, 90
, 0, 0, 5, 10, 15, 20, 26, 35, 45, 57
, 0, 0, 10, 24, 36, 49, 62, 73, 83, 92
, 0, 0, 0, 0, 1, 5, 9, 13, 21, 32
, 0, 0, 8, 26, 41, 55, 66, 76, 86, 95
, 0, 0, 0, 0, 2, 5, 9, 12, 18, 26
, 0, 0, 0, 0, 1, 3, 7, 13, 22, 38
, 0, 0, 0, 1, 3, 6, 10, 16, 23, 36
, 0, 0, 9, 19, 28, 37, 47, 59, 71, 82
, 0, 0, 4, 9, 16, 23, 31, 41, 53, 67
, 0, 0, 0, 1, 2, 5, 8, 13, 18, 26
, 0, 0, 1, 7, 12, 18, 25, 34, 45, 55
, 0, 0, 12, 24, 36, 47, 59, 70, 82, 91
, 0, 0, 12, 25, 38, 50, 60, 70, 78, 88
, 0, 0, 12, 24, 35, 46, 55, 65, 75, 86
, 0, 0, 1, 13, 25, 38, 52, 66, 79, 92
, 0, 0, 0, 1, 2, 5, 10, 15, 21, 28
, 0, 0, 3, 9, 13, 18, 26, 34, 45, 57
, 0, 0, 12, 23, 33, 43, 55, 67, 79, 88
, 0, 0, 2, 8, 13, 18, 25, 35, 45, 57
, 0, 0, 2, 6, 12, 19, 27, 34, 46, 61
, 0, 0, 0, 1, 2, 4, 9, 15, 23, 34
, 0, 0, 0, 0, 2, 5, 8, 12, 17, 25
, 0, 0, 4, 9, 14, 20, 27, 33, 42, 51
, 0, 0, 13, 22, 31, 41, 51, 62, 71, 83
, 0, 0, 3, 9, 15, 21, 29, 38, 48, 60
, 0, 0, 4, 10, 16, 21, 26, 34, 42, 52
, 0, 0, 1, 7, 14, 21, 28, 36, 45, 58
, 0, 0, 7, 18, 28, 38, 52, 64, 76, 86
, 0, 0, 0, 1, 2, 5, 8, 14, 20, 28
, 0, 0, 2, 13, 24, 33, 43, 54, 64, 75
, 0, 0, 0, 6, 12, 18, 24, 32, 41, 50
, 0, 0, 14, 25, 38, 50, 62, 73, 83, 93
, 0, 0, 13, 24, 36, 47, 56, 69, 81, 91
, 0, 0, 16, 27, 39, 52, 64, 74, 81, 91
, 0, 0, 0, 0, 2, 4, 8, 14, 24, 37
, 0, 0, 9, 20, 29, 41, 55, 69, 82, 92
, 0, 0, 0, 6, 15, 22, 31, 41, 52, 65
, 0, 0, 0, 1, 3, 7, 14, 22, 33, 51
, 0, 0, 0, 1, 4, 7, 10, 15, 21, 33
, 0, 0, 3, 7, 11, 15, 21, 28, 37, 47
, 0, 0, 1, 11, 22, 35, 49, 62, 75, 85
, 0, 0, 3, 19, 30, 43, 55, 66, 77, 87
, 0, 0, 6, 12, 19, 27, 34, 42, 51, 61
, 0, 0, 0, 1, 2, 4, 8, 13, 19, 30
, 0, 0, 18, 32, 47, 60, 72, 80, 88, 95
, 0, 0, 0, 0, 2, 4, 8, 13, 20, 31
, 0, 0, 0, 1, 2, 5, 8, 12, 16, 23
, 0, 0, 0, 1, 4, 9, 13, 18, 27, 37
, 0, 0, 2, 8, 15, 22, 31, 39, 48, 58
, 0, 0, 0, 0, 1, 3, 6, 13, 24, 38
, 0, 0, 2, 9, 16, 23, 33, 45, 59, 74
, 0, 0, 4, 11, 17, 22, 29, 37, 45, 55
, 0, 0, 4, 10, 17, 23, 30, 39, 48, 59
, 0, 0, 4, 10, 14, 19, 25, 32, 39, 50
, 0, 0, 2, 7, 12, 17, 22, 29, 38, 48
, 0, 0, 2, 13, 22, 30, 42, 57, 73, 87
, 0, 0, 0, 0, 2, 6, 10, 16, 22, 34
, 0, 0, 0, 0, 2, 5, 9, 16, 26, 40
, 0, 0, 2, 7, 13, 19, 27, 36, 47, 61
, 0, 0, 0, 1, 3, 8, 12, 18, 26, 38
, 0, 0, 0, 1, 3, 6, 10, 14, 19, 28
, 0, 0, 0, 2, 4, 7, 13, 19, 31, 53
, 0, 0, 2, 7, 14, 20, 28, 35, 44, 54
, 0, 0, 0, 0, 1, 3, 5, 9, 16, 24
, 0, 0, 0, 0, 2, 4, 9, 14, 21, 31
, 0, 0, 0, 1, 3, 6, 10, 15, 22, 36
, 0, 0, 12, 22, 34, 48, 59, 71, 82, 91
, 0, 0, 23, 39, 54, 67, 76, 85, 92, 96
, 0, 0, 11, 23, 33, 44, 54, 64, 74, 85
, 0, 0, 0, 0, 1, 3, 5, 11, 19, 30
, 0, 0, 13, 29, 42, 55, 65, 75, 83, 92
, 0, 0, 0, 0, 2, 6, 10, 14, 19, 26
, 0, 0, 15, 28, 41, 55, 67, 77, 88, 95
, 0, 0, 2, 8, 13, 19, 24, 31, 40, 53
, 0, 0, 0, 1, 2, 5, 10, 15, 22, 32
, 0, 0, 0, 1, 2, 5, 9, 15, 25, 39
, 0, 0, 2, 10, 20, 29, 40, 51, 63, 80
, 0, 0, 0, 0, 1, 3, 7, 14, 23, 34
, 0, 0, 1, 9, 15, 20, 26, 33, 41, 52
, 0, 0, 2, 7, 11, 16, 22, 29, 37, 47
, 0, 0, 2, 19, 33, 46, 56, 66, 76, 86
, 0, 0, 3, 19, 29, 40, 49, 61, 72, 83
, 0, 0, 0, 2, 4, 6, 9, 13, 18, 26
, 0, 0, 0, 1, 3, 6, 12, 17, 26, 43
, 0, 0, 12, 24, 37, 50, 65, 76, 85, 94
, 0, 0, 12, 21, 32, 46, 60, 72, 83, 91
, 0, 0, 0, 0, 1, 4, 7, 11, 15, 23
, 0, 0, 2, 7, 13, 19, 24, 33, 42, 54
, 0, 0, 1, 5, 12, 19, 25, 35, 44, 56
, 0, 0, 11, 21, 30, 41, 50, 60, 74, 86
, 0, 0, 2, 6, 11, 17, 25, 34, 44, 58
, 0, 0, 0, 1, 3, 7, 12, 19, 28, 42
, 0, 0, 1, 12, 21, 30, 40, 51, 62, 76
, 0, 0, 11, 22, 33, 45, 58, 69, 79, 88
, 0, 0, 23, 40, 55, 68, 79, 88, 93, 97
, 0, 0, 0, 0, 2, 3, 7, 11, 17, 28
, 0, 0, 0, 0, 2, 5, 10, 15, 22, 31
, 0, 0, 2, 7, 13, 20, 28, 37, 48, 61
, 0, 0, 4, 10, 16, 21, 27, 34, 44, 54
, 0, 0, 0, 1, 3, 5, 9, 13, 22, 39
, 0, 0, 5, 21, 32, 45, 58, 70, 81, 88
, 0, 0, 0, 2, 7, 17, 26, 38, 49, 65
, 0, 0, 11, 23, 33, 44, 53, 66, 80, 91
, 0, 0, 0, 0, 2, 3, 7, 15, 22, 35
, 0, 0, 3, 10, 14, 19, 25, 32, 39, 49
, 0, 0, 21, 36, 49, 59, 70, 80, 89, 95
, 0, 0, 3, 7, 12, 17, 24, 31, 40, 52
, 0, 0, 2, 8, 16, 23, 31, 39, 48, 57
, 0, 0, 15, 27, 39, 51, 63, 74, 86, 94
